,yields,ndvi,volumenImagen,volumenCalculado,areaCalculada,areaImagen,alturaImagen,alturaMedida,datosIafNdvi,meanRed,minRed,maxRed,minGreen,maxGreen,meanGreen,minBlue,maxBlue,meanBlue,maxHistIndexValue,maxHistRedIndexValue,maxHistGreenIndexValue,maxHistBlueIndexValue,varianceRed,varianceGreen,varianceBlue,criMean,criMax,criMin,cgreenviMean,cgreenviMax,cgreenviMin,cnirviMean,cnirviMax,cnirviMin,gndviMean,gndviMax,gndviMin,mcariOneMean,mcariOneMax,mcariOneMin,mtviOneMean,mtviOneMax,mtviOneMin,ngrdiMean,ngrdiMax,ngrdiMin,ndviMean,ndviMax,ndviMin,rviMean,rviMax,rviMin,nrviMean,nrviMax,nrviMin,tviMean,tviMax,tviMin,saviMean,saviMax,saviMin
maxHistGreenIndexValue,0.04520661108858962,0.06261554756762826,0.016456740424460617,0.04964084422362558,0.13649636756043484,0.024261595912209985,0.022117565508406566,0.0919504280505461,-0.04977001064960092,0.6344621949831245,0.24110515934012453,0.3249256841021144,0.055496678999552365,0.27506745723042364,0.34599702270564076,0.3092098260987749,0.4240536307224303,0.4959118918994148,0.41093627873326466,,1.0,1.0,0.0835027933199455,-0.31125152992502864,0.16882224669659038,-0.03866140426236715,0.08843595248540612,0.057610416368602174,0.007343327324212959,0.15434629505054734,0.036562511754223044,0.09561802881712957,-0.34951912395419493,0.2430191717846698,0.15060050108773476,-0.059495316675048794,-0.03956482130680943,0.3927482875216964,0.22617470412418975,0.30956272611529756,0.3927482875216964,0.22617470412418975,0.30956272611529756,-0.07409642548024051,-0.10547508790075037,0.0528214331997956,0.06261554756762831,0.007610408429408505,0.09332251850900196,0.18339115881573642,-0.02302111673612172,0.07516950883419554,0.200758504550008,-0.0052574301041132965,0.09332251850900193,0.20303076073035004,-0.003983940658950764,0.09669301125159974,0.20426509225070966,-0.0034305324947954442,0.0979479792826855
maxHistBlueIndexValue,0.04520661108858962,0.06261554756762826,0.016456740424460617,0.04964084422362558,0.13649636756043484,0.024261595912209985,0.022117565508406566,0.0919504280505461,-0.04977001064960092,0.6344621949831245,0.24110515934012453,0.3249256841021144,0.055496678999552365,0.27506745723042364,0.34599702270564076,0.3092098260987749,0.4240536307224303,0.4959118918994148,0.41093627873326466,,1.0,1.0,0.0835027933199455,-0.31125152992502864,0.16882224669659038,-0.03866140426236715,0.08843595248540612,0.057610416368602174,0.007343327324212959,0.15434629505054734,0.036562511754223044,0.09561802881712957,-0.34951912395419493,0.2430191717846698,0.15060050108773476,-0.059495316675048794,-0.03956482130680943,0.3927482875216964,0.22617470412418975,0.30956272611529756,0.3927482875216964,0.22617470412418975,0.30956272611529756,-0.07409642548024051,-0.10547508790075037,0.0528214331997956,0.06261554756762831,0.007610408429408505,0.09332251850900196,0.18339115881573642,-0.02302111673612172,0.07516950883419554,0.200758504550008,-0.0052574301041132965,0.09332251850900193,0.20303076073035004,-0.003983940658950764,0.09669301125159974,0.20426509225070966,-0.0034305324947954442,0.0979479792826855
varianceRed,0.281555707892913,-0.39935693097610525,0.3869217074658184,0.4115613764823296,0.2424628256248442,0.35509682240881535,0.3430269253803604,0.38487798392530254,0.19650764538813392,0.08716559664397755,-0.6446019530269583,0.2503912322741613,-0.4087476449646519,0.20491411558992703,0.22388229991934652,-0.5520171908950912,0.3316859111617642,-0.2793652587054867,-0.011264347562276492,,0.0835027933199455,0.0835027933199455,1.0,0.6268665662778555,0.6650619280893706,-0.1994323917702986,0.23755359311636368,-0.7613045587574809,-0.08762713627078055,0.11915762688394228,-0.4186674039826894,-0.2810239648558457,0.5269198984162579,-0.6130666316092528,-0.3767329939944312,0.4045634327029774,-0.39223065754714076,-0.43478169293199687,-0.21364983034180113,-0.5484368742331915,-0.43478169293199687,-0.21364983034180113,-0.5484368742331915,0.09826325913541883,0.4211168915078635,-0.4044862541214506,-0.39935693097610514,0.23347521771482047,-0.4833175416609611,-0.6053048645719185,0.1797097871040429,-0.47828394828375514,-0.6058107442301147,0.20669285306771398,-0.4833175416609613,-0.605320788125474,0.20769321064343466,-0.4840736934672317,-0.6035633193844164,0.198311983808691,-0.48700661566630754
varianceGreen,0.027769383502593132,-0.6334085932933232,0.32294487269488087,0.31899251195881995,0.18826614383810952,0.32617541842146075,0.26530406769558657,0.2361775527078785,0.08923685364545256,-0.6206764748281902,-0.8575211447946965,-0.19907827580959284,-0.29943882475221456,-0.1235543279876603,-0.109906319037574,-0.952555565309003,-0.2839603299672349,-0.8693608745889168,-0.43782021419353895,,-0.31125152992502864,-0.31125152992502864,0.6268665662778555,1.0,0.2703000787322799,-0.01424143365802552,0.034145714993895473,-0.7693113207861434,0.039527940677032525,-0.085683921100294,-0.29613906769021486,-0.37887559049966996,0.8819069900314285,-0.9452959357486004,-0.6417381928890344,0.29399352956491454,-0.27123109187643074,-0.9194915668698587,-0.4656839205471502,-0.9579097287340522,-0.9194915668698587,-0.4656839205471502,-0.9579097287340522,0.2765557291358304,0.4913013069894806,-0.303382849831354,-0.6334085932933231,-0.15852943539905107,-0.46433771664596374,-0.9178954710291287,-0.0015080672546672188,-0.45082332785397394,-0.9252392604945111,-0.05181370105215031,-0.46433771664596374,-0.9259352065971673,-0.05511710087004365,-0.4663542346957479,-0.9262880301013269,-0.06336927991129918,-0.4749525864791218
varianceBlue,0.4870362136558613,-0.226752888517252,0.5150030632916719,0.4826457538151778,0.3964372526681165,0.3902274538412878,0.5735721566359951,0.514659444956831,0.4299500533043262,0.11516732907118654,-0.41914845819084673,0.5119574676550459,-0.313317494087737,0.5861355276437669,0.5835971368279611,-0.2569945813935634,0.4477507053129533,-0.12394214839129117,-0.03686376236707099,,0.16882224669659038,0.16882224669659038,0.6650619280893706,0.2703000787322799,1.0,-0.020909345730602328,0.5010349804019333,-0.5168082705765875,-0.11505117097280472,0.38741855463237723,-0.3411419799312707,-0.07118606640189876,0.4025704024388943,-0.28807757593301203,-0.516011672220056,0.3139123387950477,-0.6797900971134061,-0.16200493860885323,0.1563315063628235,-0.2543557594712477,-0.16200493860885323,0.1563315063628235,-0.2543557594712477,0.4350688192005671,0.6635988618729882,-0.3011794048203754,-0.2267528885172519,0.38851432840542616,-0.6204147611710996,-0.3335760076337026,0.3742603750755439,-0.6147275586668811,-0.34291350470902693,0.4005755794469366,-0.6204147611710998,-0.34370343005313564,0.40154834547108886,-0.621131744180303,-0.34122454992026086,0.39833204533093713,-0.619639791034284
criMean,0.05350750053930879,0.04718216525150987,0.12033069737572634,0.09209946880123836,0.20431066328283765,0.12151645418289903,0.09130107996403335,0.035133814041785075,0.20688135194864357,-0.16775417701568665,-0.03327762629850958,0.10141446996220022,0.07406579486299472,0.1428216126566473,-0.05056112894558869,-0.04540922682038969,-0.06364888533287812,-0.09307019730540816,-0.116268517185155,,-0.03866140426236715,-0.03866140426236715,-0.1994323917702986,-0.01424143365802552,-0.020909345730602328,1.0,0.18143782693118557,0.014673869896724218,0.6715788659993575,0.16851721178334195,0.08866019376395837,0.7800450829621719,0.07104770134506766,-0.03252940092504686,-0.047619072274281464,-0.0701054958914929,-0.2171348991525194,-0.038354132823862255,0.06911987615227816,-0.0399357141849975,-0.038354132823862255,0.06911987615227816,-0.0399357141849975,0.06333210740527204,0.20586987705365228,0.08546096636897621,0.04718216525150593,0.06521570539655087,-0.1714085713104218,0.01575698706800788,0.060804441085592624,-0.1751947279515063,0.004367992259828279,0.05287338618371941,-0.17140857131042192,0.002650960934514496,0.052623572713061284,-0.17083909066405137,0.0034419179908572305,0.050758134599674896,-0.17012473183474047
criMax,0.5059185404360674,0.11801345851747068,0.42776974937698276,0.40282622892239206,0.38763602790755974,0.312557612034402,0.5151443680389176,0.46652699841860423,0.8388137244411669,0.05493972254570466,-0.10006549401404234,0.9233725312154927,-0.2061896509883702,0.8987519829011998,0.1523971677815306,-0.027555383745655356,0.5167407279820386,-0.0019962522465668507,0.02196886767311768,,0.08843595248540612,0.08843595248540612,0.23755359311636368,0.034145714993895473,0.5010349804019333,0.18143782693118557,1.0,-0.13592313197551684,0.17733140135187148,0.9054840423466128,-0.2154374043369504,0.13210172116039157,0.29583380800243353,-0.03545615184596105,-0.09779217110307728,0.20849171684935994,-0.8030744386045341,-0.012175134042582516,0.1319956216360037,-0.032401285211337096,-0.012175134042582516,0.1319956216360037,-0.032401285211337096,0.06684697784160464,0.5550822145759267,-0.20525326511685643,0.11801345851747086,0.33345675482892023,-0.7732709215959752,-0.0507592028034757,0.15115996441653834,-0.7778824212979258,-0.06050127672479193,0.17848120040753063,-0.7732709215959758,-0.06164903189361441,0.17986205139371927,-0.7717533652376303,-0.05997100385991245,0.17822579463339835,-0.7671125334136524
criMin,-0.19729056392040573,0.5404721756746395,-0.5126895974019442,-0.5346506471134346,-0.3845511330278213,-0.5290600324154259,-0.3767915905591877,-0.40467351972121907,-0.15536781599805966,0.29660204962492553,0.9576963613214138,-0.01672935699544169,0.4168580951602037,-0.044356742091689286,-0.031085766611259925,0.8013661466711971,0.07347928259637311,0.5971004448641364,0.2733869594067672,,0.057610416368602174,0.057610416368602174,-0.7613045587574809,-0.7693113207861434,-0.5168082705765875,0.014673869896724218,-0.13592313197551684,1.0,-0.005647211757720587,-0.03521803056816677,0.4255471851641725,0.21008239978738025,-0.6718240531052039,0.8372533770576136,0.49909945896232266,-0.41418111127948687,0.36013934475581055,0.695871979119629,0.36771899291850374,0.7969189399789314,0.695871979119629,0.36771899291850374,0.7969189399789314,-0.16362739530265022,-0.4646114116648513,0.4147044549400259,0.5404721756746396,-0.23742393251257632,0.5358281559017001,0.7664471988508158,-0.42285387299306154,0.5251980384007242,0.7682197150629029,-0.40358926557996794,0.5358281559017003,0.7680552610629785,-0.40170736137299795,0.5375349887231222,0.7678415182812451,-0.39040265551265846,0.542912455707183
cgreenviMean,-0.08369369499426542,-1.7076327565946986e-05,0.014776255667441007,-0.05303786497131457,0.03869151786778841,-0.009365915135693553,0.06133404728727662,-0.11115549271533602,0.194861866673619,-0.07868183401700501,-0.021542930541305922,0.12624565184295275,0.04378105597313109,0.12627643306236802,-0.09377460226012609,-0.057357633696778265,-0.017022455595057214,-0.07341394596083119,-0.04342410501684007,,0.007343327324212959,0.007343327324212959,-0.08762713627078055,0.039527940677032525,-0.11505117097280472,0.6715788659993575,0.17733140135187148,-0.005647211757720587,1.0,0.16763909566570273,0.05285545388753596,0.3639733343875967,0.08995859735896178,-0.057180250370795514,-0.010207087008218062,-0.03903073817180628,-0.16634529796445308,-0.07331791834483836,0.0005411242104007742,-0.04364190167620215,-0.07331791834483836,0.0005411242104007742,-0.04364190167620215,-0.015679083874765982,0.14931633178699036,0.05135541020420973,-1.7076327569102116e-05,-0.007263882938026773,-0.17384881712849723,-0.06342408876454522,-0.042737229926506484,-0.18238995148090634,-0.06671011997103253,-0.0525777903737407,-0.17384881712849726,-0.06724540520881161,-0.05286149826479065,-0.17237462920093635,-0.06690931282918115,-0.05501040888486943,-0.1727663085747296
cgreenviMax,0.456592538649254,0.11491248554859343,0.34710107245683075,0.3411508674361094,0.3336191842875218,0.2328624371908313,0.4651953779549543,0.4648617262480877,0.734517248522926,0.10670697892382655,0.003371602790707945,0.8669831041870772,-0.19640221100567107,0.9232843727270824,-0.005749220137264311,0.07728130162268455,0.5156213617151283,0.09930177769283885,0.11614473816258182,,0.15434629505054734,0.15434629505054734,0.11915762688394228,-0.085683921100294,0.38741855463237723,0.16851721178334195,0.9054840423466128,-0.03521803056816677,0.16763909566570273,1.0,-0.195575443668899,0.1472711834218643,0.17662040290052164,0.06652573766828714,0.11410821325050202,0.2022335239629973,-0.7655588322609702,0.07976262038395897,0.1790127299840081,0.07274430333094721,0.07976262038395897,0.1790127299840081,0.07274430333094721,-0.13796440648555355,0.480191863011058,-0.20287353691504215,0.11491248554859348,0.2710498001442799,-0.6595874071314697,0.07542285513543091,0.15188865004428373,-0.6694200230519499,0.06734932612631647,0.17673377500737056,-0.65958740713147,0.06637064364946398,0.17797596095192103,-0.657250645528697,0.06778454340629277,0.1787103581046342,-0.6525701282007486
cgreenviMin,-0.31774086038400556,0.15580268810080222,-0.3939404032401527,-0.423753905306914,-0.35893877797132095,-0.3991560640258989,-0.3179606446195365,-0.38038344927871875,-0.21013419967772784,0.056536861276952816,0.3829100436477169,-0.16552663779790117,0.9952339330523848,-0.14196630054432496,0.11520947990187838,0.2832943285002828,-0.1821651920078578,0.1923302525330265,-0.027347655348777495,,0.036562511754223044,0.036562511754223044,-0.4186674039826894,-0.29613906769021486,-0.3411419799312707,0.08866019376395837,-0.2154374043369504,0.4255471851641725,0.05285545388753596,-0.195575443668899,1.0,0.12478609349151866,-0.33750194887008317,0.3041795749412098,0.05333146823427879,-0.9888022203969153,0.20346356302331844,0.2693778659199611,0.14151399641710824,0.3003152894333716,0.2693778659199611,0.14151399641710824,0.3003152894333716,0.1483273068693865,-0.19082896724605333,0.9860310514397098,0.15580268810080217,-0.23123280598018403,0.33219902893241937,0.28710441663189695,-0.19179245920139584,0.3419617716387142,0.29182693472802856,-0.21331169845498762,0.3321990289324196,0.2921426488149089,-0.21422177717710908,0.33054444462000204,0.29138231319097346,-0.20990948153847994,0.3333481659734254
cnirviMean,0.03654724353449818,0.2218021740974928,-0.011355566368922532,-0.014132514411426492,0.08954811910917207,0.01180246283266654,-0.055422710766862,-0.052988582234317495,0.10144929748439364,0.19571483573532888,0.24313566768865033,0.200065833921443,0.12043468540290288,0.15213001548629343,0.029767062714721484,0.315824671875747,0.08799348466967027,0.30444721122824087,0.10198054098602649,,0.09561802881712957,0.09561802881712957,-0.2810239648558457,-0.37887559049966996,-0.07118606640189876,0.7800450829621719,0.13210172116039157,0.21008239978738025,0.3639733343875967,0.1472711834218643,0.12478609349151866,1.0,-0.32931388859033334,0.3093448664269642,0.23073184664802432,-0.11764405587638697,-0.07959818492790892,0.3372380990442639,0.19808240010812525,0.3198875129426275,0.3372380990442639,0.19808240010812525,0.3198875129426275,-0.10353773317392026,-0.03492480994502947,0.13189461614391818,0.22180217409750097,0.1436884117895458,0.02606754871763814,0.3549298920435181,0.1168557470995809,0.021889105931069703,0.3478077120529402,0.14098683406713688,0.026067548717638136,0.34658907870316763,0.1425240053597271,0.02663411975303058,0.3481118294570271,0.14231241244726656,0.03163799589938431
cnirviMax,0.14125586462225034,-0.5607216578908301,0.39960821956105563,0.36523838387212476,0.26392681261355805,0.35005481991497467,0.4016511518379336,0.31873977006767656,0.28234998581985854,-0.6715141573843637,-0.785558240671585,0.02097709149599986,-0.3388217104140409,0.1234368408490708,-0.09847477205150457,-0.8531458417231788,-0.08685743554191964,-0.8713635905593288,-0.5318793378421979,,-0.34951912395419493,-0.34951912395419493,0.5269198984162579,0.8819069900314285,0.4025704024388943,0.07104770134506766,0.29583380800243353,-0.6718240531052039,0.08995859735896178,0.17662040290052164,-0.33750194887008317,-0.32931388859033334,1.0,-0.8212986959145874,-0.6445639494433915,0.33444921707308295,-0.4673536389915471,-0.8882856687986562,-0.43290612881006385,-0.8626287085560324,-0.8882856687986562,-0.43290612881006385,-0.8626287085560324,0.3060698109288845,0.6246725206812662,-0.3391373520678599,-0.5607216578908298,-0.07583832163343912,-0.612989214421884,-0.8526925606417344,0.04634219265189041,-0.6016780716165256,-0.864954830788618,-0.0005630956471847212,-0.6129892144218841,-0.8663210510316449,-0.0037529086235971636,-0.6145518398696067,-0.8664986201028566,-0.010068764449729975,-0.6209594358003311
cnirviMin,-0.04859294025296028,0.6239233306754225,-0.3912777396042175,-0.40575550503869867,-0.26610283057131706,-0.4075221247296861,-0.2993548847825289,-0.30647144914847596,-0.11550089267584863,0.5987306267914343,0.9104495666157691,0.1887070518202112,0.3076462564399888,0.10930647338307428,0.1198893426911216,0.9920606400698818,0.3353837138630636,0.8505811655897001,0.46176883279175274,,0.2430191717846698,0.2430191717846698,-0.6130666316092528,-0.9452959357486004,-0.28807757593301203,-0.03252940092504686,-0.03545615184596105,0.8372533770576136,-0.057180250370795514,0.06652573766828714,0.3041795749412098,0.3093448664269642,-0.8212986959145874,1.0,0.6017494369386122,-0.30347012851980304,0.2736266023864262,0.9068397517911428,0.5336712345283303,0.9774611846608549,0.9068397517911428,0.5336712345283303,0.9774611846608549,-0.24045534762072684,-0.4649927334196447,0.311884457109028,0.6239233306754224,0.12372530793548572,0.48905091505540477,0.9024372984848122,-0.02604691069615144,0.4756812719679286,0.901915058690731,0.018671545546664538,0.4890509150554047,0.9015468117689368,0.02154837907476538,0.4910024627475033,0.9029697992894228,0.03258448384192873,0.4995736330336065
gndviMean,0.004334783666994501,0.5434964400618231,-0.2444835253538266,-0.16071623040995603,-0.11872967455302572,-0.168734381780509,-0.30163149029422553,-0.1047356936306135,-0.1533807595971458,0.40945403437269706,0.5569869776831398,0.048101012292779535,0.021107794917920364,-0.10634163435564956,-0.5799152754556949,0.6273446489678582,0.21124033670395415,0.640233529252954,0.43451337382571226,,0.15060050108773476,0.15060050108773476,-0.3767329939944312,-0.6417381928890344,-0.516011672220056,-0.047619072274281464,-0.09779217110307728,0.49909945896232266,-0.010207087008218062,0.11410821325050202,0.05333146823427879,0.23073184664802432,-0.6445639494433915,0.6017494369386122,1.0,-0.010272283451738355,0.43493464151937145,0.5990333486062257,0.1423667291031862,0.6167610331331949,0.5990333486062257,0.1423667291031862,0.6167610331331949,-0.8898391250914306,-0.6730020383739929,0.006264317393867538,0.5434964400618228,0.132886252342719,0.46901935560823427,0.7249030947657997,-0.0481692978695046,0.4590265576586871,0.731290592228386,-0.00024023255516003307,0.4690193556082343,0.7319658825184993,0.0027064499541759966,0.4703227244501218,0.7313742557872094,0.006662932261488412,0.475507535729063
gndviMax,0.33220217740429303,-0.14794545588769178,0.40982431111771483,0.4400279183315426,0.3739203195982908,0.42455709033604355,0.32324785786936794,0.3837791292073026,0.20566074194319928,-0.07327150677557207,-0.37931334050377896,0.15385118738160236,-0.9966307142881532,0.12767896554336725,-0.17524547969402507,-0.284110249162506,0.16966335165911242,-0.19624771518037215,0.0073888247221311045,,-0.059495316675048794,-0.059495316675048794,0.4045634327029774,0.29399352956491454,0.3139123387950477,-0.0701054958914929,0.20849171684935994,-0.41418111127948687,-0.03903073817180628,0.2022335239629973,-0.9888022203969153,-0.11764405587638697,0.33444921707308295,-0.30347012851980304,-0.010272283451738355,1.0,-0.18973755543415993,-0.2744499525169774,-0.15397994686023866,-0.3056024544701619,-0.2744499525169774,-0.15397994686023866,-0.3056024544701619,-0.20054046980484164,0.17425675594707346,-0.9967838439023682,-0.14794545588769134,0.2328966332372421,-0.3230429766695702,-0.27450216100723474,0.19325233834058125,-0.33245930237779225,-0.2801103265883587,0.21484539017347806,-0.32304297666957044,-0.2805512855514249,0.21575701619269796,-0.32153239894042107,-0.2798194769292024,0.21136017412886685,-0.32423023798813433
gndviMin,-0.4453858887119808,0.18768332216532677,-0.49649377079179036,-0.4388301221159753,-0.38990654701473504,-0.3517796198927066,-0.6030264622739462,-0.4787517834732347,-0.7532273665913175,0.07049286513647975,0.3316145700222602,-0.7174437960051466,0.18882605006401054,-0.8406689970366336,-0.34668523889250924,0.26713083638771495,-0.36027999986140286,0.21884821261638662,0.09094394658381773,,-0.03956482130680943,-0.03956482130680943,-0.39223065754714076,-0.27123109187643074,-0.6797900971134061,-0.2171348991525194,-0.8030744386045341,0.36013934475581055,-0.16634529796445308,-0.7655588322609702,0.20346356302331844,-0.07959818492790892,-0.4673536389915471,0.2736266023864262,0.43493464151937145,-0.18973755543415993,1.0,0.22386079773740558,-0.11361781401601011,0.2677791853152465,0.22386079773740558,-0.11361781401601011,0.2677791853152465,-0.35526369648462996,-0.8531932016554271,0.184084633244274,0.18768332216532665,-0.23986998989869004,0.8671738796324095,0.311861169284294,-0.28795116763581274,0.8678668635777359,0.3232283673341086,-0.2776102228928668,0.8671738796324095,0.3245017447858727,-0.2766350908862677,0.8663985716896189,0.32264525387053244,-0.2745460456351363,0.8645227975875674
mcariOneMean,0.07207597002249702,0.6625964802793286,-0.2522754079439929,-0.23301726961540806,-0.13549642488437957,-0.2647464622751492,-0.20465007902272853,-0.13959437478903675,-0.06578809302428495,0.759255027070226,0.8320914808907802,0.2670602611636199,0.2785951771690156,0.17828918317287365,0.2626333136430229,0.9453081110561741,0.4653562846587413,0.9657945362730623,0.6134808579614853,,0.3927482875216964,0.3927482875216964,-0.43478169293199687,-0.9194915668698587,-0.16200493860885323,-0.038354132823862255,-0.012175134042582516,0.695871979119629,-0.07331791834483836,0.07976262038395897,0.2693778659199611,0.3372380990442639,-0.8882856687986562,0.9068397517911428,0.5990333486062257,-0.2744499525169774,0.22386079773740558,1.0,0.6498087837873511,0.9542209990869127,1.0,0.6498087837873511,0.9542209990869127,-0.21135786608143842,-0.42773186845889827,0.2852566643502959,0.6625964802793287,0.259006973950903,0.4413588024103635,0.9313933086294935,0.03709495779786612,0.4289323433559449,0.9350471720453822,0.10753165863544527,0.44135880241036357,0.9353911707214925,0.11183984445723329,0.4432153524817027,0.9368736302562629,0.12032063514378032,0.45191261822557416
mcariOneMax,0.3118475014566397,0.40096097426974586,0.11210742010012727,0.08284177671002878,0.12739007887026302,0.053205137057885314,0.16379159643245217,0.11008567170781827,0.12300813164859425,0.4262677646140925,0.44990786242532865,0.2814503113410466,0.15952797161683643,0.32929202161753357,0.4179875795266558,0.5614678598599956,0.41436678692945283,0.5720390928443888,0.5174052986441832,,0.22617470412418975,0.22617470412418975,-0.21364983034180113,-0.4656839205471502,0.1563315063628235,0.06911987615227816,0.1319956216360037,0.36771899291850374,0.0005411242104007742,0.1790127299840081,0.14151399641710824,0.19808240010812525,-0.43290612881006385,0.5336712345283303,0.1423667291031862,-0.15397994686023866,-0.11361781401601011,0.6498087837873511,1.0,0.5633298664549451,0.6498087837873509,1.0,0.5633298664549451,0.15915738605302282,0.10100276721821733,0.16985470336775302,0.40096097426974575,0.2931586005583406,0.08664294153809367,0.5677188092238602,0.22733976054416982,0.08507711065423185,0.5557515354141368,0.2562777367742982,0.08664294153809371,0.5541859297450593,0.25771182200353593,0.08685606400923869,0.5566324034384992,0.2681540016331793,0.09362572661311112
mcariOneMin,-0.012793393574284558,0.636060902279519,-0.3572832150573482,-0.3694402422033824,-0.24625135444165913,-0.37875767987032555,-0.27001881432410735,-0.2711793600995911,-0.10767571225919649,0.6798359456896336,0.899050771098535,0.2216529677486432,0.308618449798426,0.13637258132699376,0.1718015428937439,0.989310911701097,0.38824173137253776,0.9112043056478587,0.5273465461794165,,0.30956272611529756,0.30956272611529756,-0.5484368742331915,-0.9579097287340522,-0.2543557594712477,-0.0399357141849975,-0.032401285211337096,0.7969189399789314,-0.04364190167620215,0.07274430333094721,0.3003152894333716,0.3198875129426275,-0.8626287085560324,0.9774611846608549,0.6167610331331949,-0.3056024544701619,0.2677791853152465,0.9542209990869127,0.5633298664549451,1.0,0.9542209990869127,0.5633298664549455,1.0,-0.24302571550310464,-0.4687456566049574,0.31606755534394565,0.6360609022795192,0.16216064856570414,0.48324185710733664,0.9216649453368373,-0.027166570335518402,0.46895159728360436,0.9238389939283835,0.028538887466858575,0.48324185710733664,0.9238946617613482,0.03205600355970227,0.4854293384461893,0.9252669436630544,0.04189884638147171,0.49399646458728785
mtviOneMean,0.07207597002249702,0.6625964802793286,-0.2522754079439929,-0.23301726961540806,-0.13549642488437957,-0.2647464622751492,-0.20465007902272853,-0.13959437478903675,-0.06578809302428495,0.759255027070226,0.8320914808907802,0.2670602611636199,0.2785951771690156,0.17828918317287365,0.2626333136430229,0.9453081110561741,0.4653562846587413,0.9657945362730623,0.6134808579614853,,0.3927482875216964,0.3927482875216964,-0.43478169293199687,-0.9194915668698587,-0.16200493860885323,-0.038354132823862255,-0.012175134042582516,0.695871979119629,-0.07331791834483836,0.07976262038395897,0.2693778659199611,0.3372380990442639,-0.8882856687986562,0.9068397517911428,0.5990333486062257,-0.2744499525169774,0.22386079773740558,1.0,0.6498087837873509,0.9542209990869127,1.0,0.6498087837873511,0.9542209990869127,-0.21135786608143842,-0.42773186845889827,0.2852566643502959,0.6625964802793287,0.259006973950903,0.4413588024103635,0.9313933086294935,0.03709495779786612,0.4289323433559449,0.9350471720453822,0.10753165863544527,0.44135880241036357,0.9353911707214925,0.11183984445723329,0.4432153524817027,0.9368736302562629,0.12032063514378032,0.45191261822557416
mtviOneMax,0.3118475014566397,0.40096097426974586,0.11210742010012727,0.08284177671002878,0.12739007887026302,0.053205137057885314,0.16379159643245217,0.11008567170781827,0.12300813164859425,0.4262677646140925,0.44990786242532865,0.2814503113410466,0.15952797161683643,0.32929202161753357,0.4179875795266558,0.5614678598599956,0.41436678692945283,0.5720390928443888,0.5174052986441832,,0.22617470412418975,0.22617470412418975,-0.21364983034180113,-0.4656839205471502,0.1563315063628235,0.06911987615227816,0.1319956216360037,0.36771899291850374,0.0005411242104007742,0.1790127299840081,0.14151399641710824,0.19808240010812525,-0.43290612881006385,0.5336712345283303,0.1423667291031862,-0.15397994686023866,-0.11361781401601011,0.6498087837873511,1.0,0.5633298664549455,0.6498087837873511,1.0,0.5633298664549451,0.15915738605302282,0.10100276721821733,0.16985470336775302,0.40096097426974575,0.2931586005583406,0.08664294153809367,0.5677188092238602,0.22733976054416982,0.08507711065423185,0.5557515354141368,0.2562777367742982,0.08664294153809371,0.5541859297450593,0.25771182200353593,0.08685606400923869,0.5566324034384992,0.2681540016331793,0.09362572661311112
mtviOneMin,-0.012793393574284558,0.636060902279519,-0.3572832150573482,-0.3694402422033824,-0.24625135444165913,-0.37875767987032555,-0.27001881432410735,-0.2711793600995911,-0.10767571225919649,0.6798359456896336,0.899050771098535,0.2216529677486432,0.308618449798426,0.13637258132699376,0.1718015428937439,0.989310911701097,0.38824173137253776,0.9112043056478587,0.5273465461794165,,0.30956272611529756,0.30956272611529756,-0.5484368742331915,-0.9579097287340522,-0.2543557594712477,-0.0399357141849975,-0.032401285211337096,0.7969189399789314,-0.04364190167620215,0.07274430333094721,0.3003152894333716,0.3198875129426275,-0.8626287085560324,0.9774611846608549,0.6167610331331949,-0.3056024544701619,0.2677791853152465,0.9542209990869127,0.5633298664549451,1.0,0.9542209990869127,0.5633298664549451,1.0,-0.24302571550310464,-0.4687456566049574,0.31606755534394565,0.6360609022795192,0.16216064856570414,0.48324185710733664,0.9216649453368373,-0.027166570335518402,0.46895159728360436,0.9238389939283835,0.028538887466858575,0.48324185710733664,0.9238946617613482,0.03205600355970227,0.4854293384461893,0.9252669436630544,0.04189884638147171,0.49399646458728785
ngrdiMean,-0.010825743665576261,-0.2825310265181469,0.11172140215045138,0.01843326521419448,0.03318767973750029,0.012891762442521309,0.22093368865909113,0.01669296577054175,0.12560294749716336,-0.23293082156212183,-0.21296842314009035,-0.009220461381026519,0.18890183207498643,0.1553992729000725,0.7740688108330167,-0.26778033184065747,-0.1402985320383809,-0.3260717705315028,-0.27622677968605674,,-0.07409642548024051,-0.07409642548024051,0.09826325913541883,0.2765557291358304,0.4350688192005671,0.06333210740527204,0.06684697784160464,-0.16362739530265022,-0.015679083874765982,-0.13796440648555355,0.1483273068693865,-0.10353773317392026,0.3060698109288845,-0.24045534762072684,-0.8898391250914306,-0.20054046980484164,-0.35526369648462996,-0.21135786608143842,0.15915738605302282,-0.24302571550310464,-0.21135786608143842,0.15915738605302282,-0.24302571550310464,1.0,0.5558689672107119,0.20982149678613712,-0.2825310265181469,-0.08566105413972315,-0.28378797691596147,-0.33920868120907904,0.04355243551398802,-0.27716125795492147,-0.344901216887461,0.01278391312586083,-0.28378797691596147,-0.34554384698209095,0.010951553757906837,-0.2845875162778702,-0.345121965490487,0.010923205389104202,-0.28666606164554215
